Scenario,Watershed,LocationType,BMPType,SubArea,Year,Soil moisture onsite,ET onsite,Groundwater recharge onsite,Runoff onsite,TSS onsite,DN onsite,PN onsite,TN onsite,DP onsite,PP onsite,TP onsite,Soil carbon onsite,Biodiversity onsite,Runoff offsite,TSS offsite,DN offsite,PN offsite,TN offsite,DP offsite,PP offsite,TP offsite,BMP cost
Conventional,Sample watershed,SubArea,MI48H_MASB,14,2010,-999,-999,-999,-999,-2.45,-2.06,-6.24,-3.73,-2,-6.24,-4.84,1.52,-999,-166.12,-0.41,-0.34,-1.04,-0.62,-0.33,-1.04,-0.8,146.5
Conventional,Sample watershed,SubArea,MI48H_MASB,15,2001,-999,-999,-999,-999,-2.48,-1.98,-6.24,-3.68,-1.98,-6.06,-4.71,1.49,-999,-32.89,-0.08,-0.07,-0.21,-0.12,-0.07,-0.2,-0.16,34.46
Conventional,Sample watershed,SubArea,MI48H_MASB,15,2002,-999,-999,-999,-999,-2.63,-2.08,-6.3,-3.77,-2.02,-6.3,-4.89,1.47,-999,-32.89,-0.09,-0.07,-0.21,-0.12,-0.07,-0.21,-0.16,30.9
Conventional,Sample watershed,SubArea,MI48H_MASB,15,2003,-999,-999,-999,-999,-2.5,-2,-6,-3.6,-2.1,-6.18,-4.83,1.56,-999,-32.89,-0.08,-0.07,-0.2,-0.12,-0.07,-0.2,-0.16,32.15
Conventional,Sample watershed,SubArea,MI48H_MASB,15,2004,-999,-999,-999,-999,-2.58,-2.06,-5.94,-3.61,-1.94,-6.18,-4.78,1.58,-999,-32.89,-0.08,-0.07,-0.2,-0.12,-0.06,-0.2,-0.16,29.28
Conventional,Sample watershed,SubArea,MI48H_MASB,15,2005,-999,-999,-999,-999,-2.55,-1.98,-6.3,-3.71,-2.08,-6.06,-4.75,1.46,-999,-32.89,-0.08,-0.07,-0.21,-0.12,-0.07,-0.2,-0.16,27.2
Conventional,Sample watershed,SubArea,MI48H_MASB,15,2006,-999,-999,-999,-999,-2.53,-1.98,-5.82,-3.52,-1.96,-6.3,-4.87,1.5,-999,-32.89,-0.08,-0.07,-0.19,-0.12,-0.06,-0.21,-0.16,36.22
Conventional,Sample watershed,SubArea,MI48H_MASB,15,2007,-999,-999,-999,-999,-2.6,-1.96,-5.82,-3.5,-1.9,-5.88,-4.57,1.49,-999,-32.89,-0.09,-0.06,-0.19,-0.12,-0.06,-0.19,-0.15,27.97
Conventional,Sample watershed,SubArea,MI48H_MASB,15,2008,-999,-999,-999,-999,-2.45,-2.02,-6,-3.61,-1.9,-6.18,-4.77,1.47,-999,-32.89,-0.08,-0.07,-0.2,-0.12,-0.06,-0.2,-0.16,33.59
Conventional,Sample watershed,SubArea,MI48H_MASB,15,2009,-999,-999,-999,-999,-2.38,-1.98,-5.88,-3.54,-2,-5.76,-4.52,1.43,-999,-32.89,-0.08,-0.07,-0.19,-0.12,-0.07,-0.19,-0.15,27.68
Conventional,Sample watershed,SubArea,MI48H_MASB,15,2010,-999,-999,-999,-999,-2.45,-1.98,-5.7,-3.47,-2.04,-6.06,-4.73,1.43,-999,-32.89,-0.08,-0.07,-0.19,-0.11,-0.07,-0.2,-0.16,32.11
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,12,2001,1.58,1.58,1.58,-3.8,-14.25,-14.14,-22.66,-17.55,-14.7,-23.1,-20.33,10.3,14.55,-0.22,-0.82,-0.82,-1.31,-1.01,-0.85,-1.33,-1.17,272.44
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,12,2001,1.49,1.52,1.44,-4.16,-14.85,-13.86,-22.66,-17.38,-13.72,-22.66,-19.71,10.1,14.55,-0.24,-0.86,-0.8,-1.31,-1,-0.79,-1.31,-1.14,216.33
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,12,2002,1.47,1.44,1.55,-4.16,-15.3,-13.3,-22.22,-16.87,-14.14,-21.34,-18.96,10.4,14.4,-0.24,-0.88,-0.77,-1.28,-0.97,-0.82,-1.23,-1.1,243.2
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,12,2002,1.46,1.5,1.44,-3.88,-15.3,-14.56,-21.56,-17.36,-14.56,-23.1,-20.28,10.4,15.3,-0.22,-0.88,-0.84,-1.25,-1,-0.84,-1.33,-1.17,236.67
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,12,2003,1.55,1.53,1.53,-3.88,-15.45,-13.58,-21.78,-16.86,-13.44,-22.22,-19.32,9.8,14.7,-0.22,-0.89,-0.78,-1.26,-0.97,-0.78,-1.28,-1.12,218.78
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,12,2003,1.52,1.53,1.44,-3.88,-15.45,-14.42,-23.1,-17.89,-14.14,-21.12,-18.82,10.2,14.55,-0.22,-0.89,-0.83,-1.33,-1.03,-0.82,-1.22,-1.09,236.97
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,12,2004,1.56,1.43,1.44,-4.04,-14.7,-13.86,-22,-17.12,-13.58,-21.12,-18.63,9.6,15,-0.23,-0.85,-0.8,-1.27,-0.99,-0.78,-1.22,-1.08,210.96
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,12,2004,1.44,1.49,1.5,-4.04,-14.85,-14,-21.56,-17.02,-14.7,-23.1,-20.33,10,14.7,-0.23,-0.86,-0.81,-1.25,-0.98,-0.85,-1.33,-1.17,260.7
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,12,2005,1.58,1.56,1.58,-3.96,-14.7,-14.42,-21.78,-17.36,-14.56,-21.34,-19.1,10,14.25,-0.23,-0.85,-0.83,-1.26,-1,-0.84,-1.23,-1.1,227.33
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,12,2005,1.56,1.52,1.44,-3.96,-14.7,-14.42,-22.44,-17.63,-13.86,-21.12,-18.72,9.7,15.15,-0.23,-0.85,-0.83,-1.3,-1.02,-0.8,-1.22,-1.08,229.31
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,12,2006,1.44,1.49,1.53,-4.12,-15.15,-14.42,-20.9,-17.01,-14.7,-22.88,-20.18,10.1,15.3,-0.24,-0.88,-0.83,-1.21,-0.98,-0.85,-1.32,-1.17,226.16
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,12,2006,1.47,1.47,1.47,-3.8,-14.55,-14.7,-22,-17.62,-14.42,-22,-19.5,10,14.25,-0.22,-0.84,-0.85,-1.27,-1.02,-0.83,-1.27,-1.13,200.5
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,12,2007,1.53,1.47,1.43,-3.84,-14.55,-13.86,-22.44,-17.29,-13.58,-21.34,-18.78,9.6,15,-0.22,-0.84,-0.8,-1.3,-1,-0.78,-1.23,-1.08,212.63
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,12,2007,1.5,1.5,1.55,-3.88,-14.85,-14.28,-21.78,-17.28,-14.42,-22.66,-19.94,9.6,15.75,-0.22,-0.86,-0.82,-1.26,-1,-0.83,-1.31,-1.15,246.52
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,12,2008,1.44,1.58,1.44,-3.96,-15.15,-13.86,-23.1,-17.56,-14.28,-22,-19.45,10.1,14.4,-0.23,-0.88,-0.8,-1.33,-1.01,-0.82,-1.27,-1.12,211.26
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,12,2008,1.47,1.43,1.47,-4.12,-15,-14.7,-22,-17.62,-13.72,-21.78,-19.12,10.4,14.85,-0.24,-0.87,-0.85,-1.27,-1.02,-0.79,-1.26,-1.1,243
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,12,2009,1.55,1.56,1.53,-3.96,-15.45,-14,-21.56,-17.02,-14.56,-20.9,-18.81,10.1,15,-0.23,-0.89,-0.81,-1.25,-0.98,-0.84,-1.21,-1.09,241.2
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,12,2009,1.43,1.52,1.58,-4,-15.15,-14.28,-21.12,-17.02,-13.86,-22.44,-19.61,9.6,15.3,-0.23,-0.88,-0.82,-1.22,-0.98,-0.8,-1.3,-1.13,231.08
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,12,2010,1.53,1.46,1.58,-3.88,-14.4,-13.44,-21.34,-16.6,-13.44,-22,-19.18,10.1,14.85,-0.22,-0.83,-0.78,-1.23,-0.96,-0.78,-1.27,-1.11,228.19
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,12,2010,1.44,1.55,1.49,-3.96,-15.75,-14.42,-23.1,-17.89,-14.7,-22.44,-19.89,9.7,15,-0.23,-0.91,-0.83,-1.33,-1.03,-0.85,-1.3,-1.15,213.67
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,13,2001,1.49,1.44,1.46,-3.92,-15.75,-14.7,-22.22,-17.71,-14,-22.22,-19.51,10.4,15.15,-0.05,-0.22,-0.2,-0.31,-0.24,-0.19,-0.31,-0.27,46.11
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,13,2001,1.56,1.5,1.53,-3.96,-14.4,-14.42,-22.44,-17.63,-13.72,-22.22,-19.42,10.4,14.4,-0.05,-0.2,-0.2,-0.31,-0.24,-0.19,-0.31,-0.27,44.82
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,13,2002,1.56,1.43,1.43,-3.88,-15.75,-13.44,-21.56,-16.69,-14.7,-22.22,-19.74,9.5,14.4,-0.05,-0.22,-0.18,-0.3,-0.23,-0.2,-0.31,-0.27,62.39
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,13,2002,1.53,1.55,1.56,-3.88,-15.45,-14.42,-22.44,-17.63,-13.58,-21.78,-19.07,10.5,15.15,-0.05,-0.21,-0.2,-0.31,-0.24,-0.19,-0.3,-0.26,51.38
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,13,2003,1.44,1.44,1.5,-4.12,-15.75,-13.86,-22,-17.12,-13.86,-22,-19.31,10.4,15.15,-0.06,-0.22,-0.19,-0.3,-0.24,-0.19,-0.3,-0.27,47.78
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,13,2003,1.46,1.58,1.49,-4.12,-14.4,-14.28,-23.1,-17.81,-13.72,-22.22,-19.42,10.3,14.55,-0.06,-0.2,-0.2,-0.32,-0.24,-0.19,-0.31,-0.27,51.76
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,13,2004,1.55,1.58,1.49,-4.2,-15.3,-14.7,-22.22,-17.71,-14,-21.12,-18.77,10.3,15,-0.06,-0.21,-0.2,-0.31,-0.24,-0.19,-0.29,-0.26,56.75
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,13,2004,1.56,1.53,1.46,-4.2,-15.45,-14.56,-22.88,-17.89,-14,-22.22,-19.51,10.5,14.85,-0.06,-0.21,-0.2,-0.31,-0.25,-0.19,-0.31,-0.27,63.8
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,13,2005,1.53,1.44,1.49,-3.8,-14.4,-14,-21.34,-16.94,-13.58,-22.22,-19.37,10.1,15.6,-0.05,-0.2,-0.19,-0.29,-0.23,-0.19,-0.31,-0.27,52.7
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,13,2005,1.44,1.53,1.44,-4.08,-15.6,-13.58,-21.12,-16.6,-13.44,-21.34,-18.73,10.2,15.6,-0.06,-0.21,-0.19,-0.29,-0.23,-0.18,-0.29,-0.26,46.34
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,13,2006,1.58,1.47,1.58,-3.96,-14.85,-14.56,-22.22,-17.62,-13.44,-22,-19.18,9.7,15,-0.05,-0.2,-0.2,-0.31,-0.24,-0.18,-0.3,-0.26,42.69
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,13,2006,1.49,1.56,1.52,-3.92,-14.85,-14.56,-21.56,-17.36,-14.28,-20.9,-18.72,10.1,14.85,-0.05,-0.2,-0.2,-0.3,-0.24,-0.2,-0.29,-0.26,44.24
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,13,2007,1.53,1.56,1.53,-3.84,-15.75,-14.56,-22.44,-17.71,-13.3,-22.44,-19.42,10.2,14.7,-0.05,-0.22,-0.2,-0.31,-0.24,-0.18,-0.31,-0.27,42.71
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,13,2007,1.5,1.5,1.55,-3.96,-15.3,-14.56,-22.88,-17.89,-14.7,-22.22,-19.74,9.6,15.75,-0.05,-0.21,-0.2,-0.31,-0.25,-0.2,-0.31,-0.27,53.71
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,13,2008,1.53,1.52,1.53,-4,-14.4,-13.44,-20.9,-16.42,-14.42,-22.44,-19.79,10.1,15.45,-0.05,-0.2,-0.18,-0.29,-0.23,-0.2,-0.31,-0.27,47.87
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,13,2008,1.52,1.43,1.55,-4.2,-14.4,-13.72,-20.9,-16.59,-13.58,-21.34,-18.78,9.6,14.55,-0.06,-0.2,-0.19,-0.29,-0.23,-0.19,-0.29,-0.26,59.36
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,13,2009,1.49,1.56,1.46,-4.04,-15,-13.72,-22,-17.03,-14.42,-22.22,-19.65,9.6,15.45,-0.06,-0.21,-0.19,-0.3,-0.23,-0.2,-0.31,-0.27,48.06
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,13,2009,1.5,1.43,1.55,-3.84,-14.85,-13.58,-22.88,-17.3,-13.44,-22.44,-19.47,10.5,15,-0.05,-0.2,-0.19,-0.31,-0.24,-0.18,-0.31,-0.27,56.73
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,13,2010,1.46,1.5,1.47,-3.84,-14.85,-14.42,-21.34,-17.19,-13.58,-20.9,-18.48,10.1,14.85,-0.05,-0.2,-0.2,-0.29,-0.24,-0.19,-0.29,-0.25,60.97
Existing,Sample watershed,SubArea,MI48H_MASB_VFST,13,2010,1.56,1.46,1.44,-4.12,-14.55,-14,-22.44,-17.38,-14,-22.66,-19.8,10.4,14.7,-0.06,-0.2,-0.19,-0.31,-0.24,-0.19,-0.31,-0.27,43.54
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,14,2001,1.53,1.5,1.49,-3.96,-14.55,-14.56,-21.12,-17.18,-14.14,-22.22,-19.55,10.2,14.4,-0.66,-2.42,-2.42,-3.51,-2.86,-2.35,-3.69,-3.25,741.34
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,14,2002,1.49,1.43,1.55,-4.08,-15.6,-14.14,-21.56,-17.11,-13.58,-22.88,-19.81,10.1,15.6,-0.68,-2.59,-2.35,-3.59,-2.84,-2.26,-3.8,-3.29,718.15
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,14,2003,1.55,1.47,1.43,-4,-15.75,-13.58,-23.1,-17.39,-14.7,-21.78,-19.44,10.3,14.85,-0.67,-2.62,-2.26,-3.84,-2.89,-2.44,-3.62,-3.23,640.17
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,14,2004,1.43,1.58,1.53,-4.2,-14.55,-14,-22.22,-17.29,-13.72,-22.88,-19.86,9.8,14.55,-0.7,-2.42,-2.33,-3.69,-2.87,-2.28,-3.8,-3.3,614.17
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,14,2005,1.44,1.58,1.43,-4.2,-15.3,-14.56,-20.9,-17.1,-13.86,-21.12,-18.72,10.1,15.75,-0.7,-2.54,-2.42,-3.48,-2.84,-2.3,-3.51,-3.11,535.53
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,14,2006,1.5,1.56,1.46,-4,-14.4,-14.42,-23.1,-17.89,-13.3,-21.34,-18.69,10.2,14.55,-0.67,-2.39,-2.4,-3.84,-2.98,-2.21,-3.55,-3.11,553.11
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,14,2007,1.58,1.52,1.52,-4.16,-15.15,-13.44,-21.34,-16.6,-14.14,-22.88,-20,10.4,14.55,-0.69,-2.52,-2.23,-3.55,-2.76,-2.35,-3.8,-3.33,571.9
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,14,2008,1.52,1.58,1.46,-3.84,-14.55,-13.44,-22.66,-17.13,-13.86,-21.12,-18.72,10,14.4,-0.64,-2.42,-2.23,-3.77,-2.85,-2.3,-3.51,-3.11,691.21
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,14,2009,1.52,1.55,1.43,-4.12,-14.85,-14.14,-21.12,-16.93,-14,-22.44,-19.65,10.1,15.6,-0.69,-2.47,-2.35,-3.51,-2.82,-2.33,-3.73,-3.27,784.39
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,14,2010,1.47,1.47,1.43,-3.8,-15,-14.7,-21.12,-17.27,-13.86,-22.22,-19.46,10.4,14.4,-0.63,-2.49,-2.44,-3.51,-2.87,-2.3,-3.69,-3.24,724.89
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,15,2001,1.52,1.43,1.49,-3.8,-15.6,-13.86,-20.9,-16.68,-14.14,-21.12,-18.82,10,14.7,-0.13,-0.51,-0.46,-0.69,-0.55,-0.47,-0.7,-0.62,99.13
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,15,2002,1.52,1.43,1.58,-3.96,-15.6,-13.58,-22,-16.95,-14.7,-22.22,-19.74,9.9,14.85,-0.13,-0.51,-0.45,-0.72,-0.56,-0.48,-0.73,-0.65,131.29
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,15,2003,1.43,1.46,1.46,-4.2,-15.75,-14.14,-21.78,-17.2,-14.56,-21.78,-19.4,9.7,15.75,-0.14,-0.52,-0.47,-0.72,-0.57,-0.48,-0.72,-0.64,123.91
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,15,2004,1.58,1.43,1.58,-3.92,-14.7,-14.28,-21.78,-17.28,-13.86,-21.12,-18.72,9.7,14.7,-0.13,-0.48,-0.47,-0.72,-0.57,-0.46,-0.7,-0.62,115.91
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,15,2005,1.47,1.49,1.47,-3.96,-15.75,-14.42,-22.88,-17.8,-13.86,-20.9,-18.58,10,15.75,-0.13,-0.52,-0.47,-0.75,-0.59,-0.46,-0.69,-0.61,101.54
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,15,2006,1.52,1.5,1.55,-3.88,-15.6,-13.72,-21.78,-16.94,-14.28,-20.9,-18.72,9.8,14.25,-0.13,-0.51,-0.45,-0.72,-0.56,-0.47,-0.69,-0.62,128.18
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,15,2007,1.49,1.55,1.44,-3.92,-15,-14.28,-22.88,-17.72,-14.42,-23.1,-20.24,10.2,15.75,-0.13,-0.49,-0.47,-0.75,-0.58,-0.47,-0.76,-0.67,137.26
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,15,2008,1.56,1.47,1.58,-3.92,-14.4,-13.72,-21.34,-16.77,-13.86,-22.44,-19.61,10.1,14.85,-0.13,-0.47,-0.45,-0.7,-0.55,-0.46,-0.74,-0.65,117.51
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,15,2009,1.49,1.47,1.46,-4.04,-15.75,-14.28,-20.9,-16.93,-14.28,-22.66,-19.89,10.5,14.4,-0.13,-0.52,-0.47,-0.69,-0.56,-0.47,-0.75,-0.66,153.29
Conventional,Sample watershed,SubArea,MI48H_MASB_VFST,15,2010,1.49,1.47,1.56,-3.88,-14.55,-13.72,-21.12,-16.68,-14,-23.1,-20.1,9.5,15.45,-0.13,-0.48,-0.45,-0.7,-0.55,-0.46,-0.76,-0.66,115.14
Conventional,Sample watershed,SubArea,MI48H_VFST,12,2001,1.58,1.49,1.56,-3.84,-12.6,-12.36,-21,-15.82,-12.6,-19.6,-17.29,10.78,14.4,-0.22,-0.73,-0.71,-1.21,-0.91,-0.73,-1.13,-1,223.73
Existing,Sample watershed,SubArea,MI48H_VFST,12,2001,1.43,1.56,1.53,-4.2,-12.24,-11.52,-19.2,-14.59,-12.48,-21,-18.19,10.56,14.4,-0.24,-0.71,-0.67,-1.11,-0.84,-0.72,-1.21,-1.05,208.04
Conventional,Sample watershed,SubArea,MI48H_VFST,12,2002,1.49,1.55,1.56,-4,-11.64,-11.4,-20.8,-15.16,-11.4,-19,-16.49,10.56,15.45,-0.23,-0.67,-0.66,-1.2,-0.88,-0.66,-1.1,-0.95,224.84
Existing,Sample watershed,SubArea,MI48H_VFST,12,2002,1.43,1.43,1.56,-3.8,-12.48,-12.12,-20.2,-15.35,-12,-21,-18.03,10.89,15.75,-0.22,-0.72,-0.7,-1.17,-0.89,-0.69,-1.21,-1.04,179.15
Conventional,Sample watershed,SubArea,MI48H_VFST,12,2003,1.55,1.44,1.52,-3.96,-12.6,-12.24,-20.4,-15.5,-12.48,-19.6,-17.25,11,15.15,-0.23,-0.73,-0.71,-1.18,-0.9,-0.72,-1.13,-1,167.42
Existing,Sample watershed,SubArea,MI48H_VFST,12,2003,1.55,1.49,1.47,-3.84,-12.6,-12.24,-19.8,-15.26,-12,-20.4,-17.63,10.67,15.45,-0.22,-0.73,-0.71,-1.14,-0.88,-0.69,-1.18,-1.02,181.26
Conventional,Sample watershed,SubArea,MI48H_VFST,12,2004,1.58,1.5,1.52,-4.04,-12,-11.76,-20.2,-15.14,-11.88,-19.8,-17.19,10.45,15.6,-0.23,-0.69,-0.68,-1.17,-0.87,-0.69,-1.14,-0.99,206.51
Existing,Sample watershed,SubArea,MI48H_VFST,12,2004,1.47,1.55,1.53,-3.92,-12.12,-12.48,-19.6,-15.33,-12.36,-19,-16.81,10.89,15.45,-0.23,-0.7,-0.72,-1.13,-0.89,-0.71,-1.1,-0.97,190.32
Conventional,Sample watershed,SubArea,MI48H_VFST,12,2005,1.5,1.47,1.53,-4.2,-11.52,-11.4,-20.4,-15,-11.4,-20,-17.16,10.67,14.4,-0.24,-0.67,-0.66,-1.18,-0.87,-0.66,-1.16,-0.99,194.32
Existing,Sample watershed,SubArea,MI48H_VFST,12,2005,1.46,1.56,1.55,-3.8,-11.76,-12.24,-20.2,-15.42,-11.88,-19.2,-16.78,11.33,15.3,-0.22,-0.68,-0.71,-1.17,-0.89,-0.69,-1.11,-0.97,191.98
Conventional,Sample watershed,SubArea,MI48H_VFST,12,2006,1.55,1.44,1.47,-4.04,-11.76,-11.76,-19.8,-14.98,-11.4,-20,-17.16,11.55,14.85,-0.23,-0.68,-0.68,-1.14,-0.87,-0.66,-1.16,-0.99,178.45
Existing,Sample watershed,SubArea,MI48H_VFST,12,2006,1.44,1.56,1.55,-3.8,-12.12,-11.76,-20,-15.06,-12.36,-20.6,-17.88,11,15,-0.22,-0.7,-0.68,-1.16,-0.87,-0.71,-1.19,-1.03,190.06
Conventional,Sample watershed,SubArea,MI48H_VFST,12,2007,1.58,1.52,1.58,-4,-11.52,-12,-19,-14.8,-12,-19.2,-16.82,11.55,15,-0.23,-0.67,-0.69,-1.1,-0.85,-0.69,-1.11,-0.97,165.22
Existing,Sample watershed,SubArea,MI48H_VFST,12,2007,1.52,1.43,1.53,-4.16,-12.12,-12.6,-19,-15.16,-12.12,-20.4,-17.67,10.78,15.75,-0.24,-0.7,-0.73,-1.1,-0.88,-0.7,-1.18,-1.02,232.7
Conventional,Sample watershed,SubArea,MI48H_VFST,12,2008,1.52,1.53,1.55,-4.08,-12.48,-12,-20,-15.2,-11.64,-19.6,-16.97,11.55,14.55,-0.24,-0.72,-0.69,-1.16,-0.88,-0.67,-1.13,-0.98,194.14
Existing,Sample watershed,SubArea,MI48H_VFST,12,2008,1.58,1.58,1.43,-4.2,-11.88,-12.12,-20.6,-15.51,-11.64,-19.4,-16.84,11.44,14.25,-0.24,-0.69,-0.7,-1.19,-0.9,-0.67,-1.12,-0.97,210.12
Conventional,Sample watershed,SubArea,MI48H_VFST,12,2009,1.56,1.5,1.47,-4.08,-11.88,-12,-20,-15.2,-11.52,-20.2,-17.34,11.22,14.25,-0.24,-0.69,-0.69,-1.16,-0.88,-0.67,-1.17,-1,174.25
Existing,Sample watershed,SubArea,MI48H_VFST,12,2009,1.44,1.52,1.44,-4.2,-12,-12,-20.2,-15.28,-12,-21,-18.03,11.22,15,-0.24,-0.69,-0.69,-1.17,-0.88,-0.69,-1.21,-1.04,187.48
Conventional,Sample watershed,SubArea,MI48H_VFST,12,2010,1.43,1.49,1.52,-3.88,-11.88,-12,-20.6,-15.44,-11.76,-20,-17.28,10.78,14.4,-0.22,-0.69,-0.69,-1.19,-0.89,-0.68,-1.16,-1,221.62
Existing,Sample watershed,SubArea,MI48H_VFST,12,2010,1.47,1.55,1.46,-3.88,-12.6,-11.76,-20,-15.06,-11.76,-19,-16.61,11,14.4,-0.22,-0.73,-0.68,-1.16,-0.87,-0.68,-1.1,-0.96,176.56
Conventional,Sample watershed,SubArea,MI48H_VFST,13,2001,1.46,1.44,1.52,-3.96,-11.52,-12.12,-20.4,-15.43,-11.88,-20.4,-17.59,10.89,14.85,-0.05,-0.16,-0.17,-0.28,-0.21,-0.16,-0.28,-0.24,46.89
Existing,Sample watershed,SubArea,MI48H_VFST,13,2001,1.46,1.58,1.52,-4.08,-11.52,-12.36,-20,-15.42,-11.76,-19.4,-16.88,10.78,14.4,-0.06,-0.16,-0.17,-0.27,-0.21,-0.16,-0.27,-0.23,50.1
Conventional,Sample watershed,SubArea,MI48H_VFST,13,2002,1.56,1.46,1.44,-4,-12.24,-12.24,-20.6,-15.58,-12.12,-20.8,-17.94,10.45,14.55,-0.05,-0.17,-0.17,-0.28,-0.21,-0.17,-0.29,-0.25,46.34
Existing,Sample watershed,SubArea,MI48H_VFST,13,2002,1.55,1.44,1.44,-4.16,-12.24,-11.64,-20,-14.98,-11.64,-20.4,-17.51,10.45,15,-0.06,-0.17,-0.16,-0.27,-0.21,-0.16,-0.28,-0.24,55.82
Conventional,Sample watershed,SubArea,MI48H_VFST,13,2003,1.44,1.56,1.56,-3.92,-12,-12,-19.2,-14.88,-11.4,-21,-17.83,10.45,15,-0.05,-0.16,-0.16,-0.26,-0.2,-0.16,-0.29,-0.25,41.17
Existing,Sample watershed,SubArea,MI48H_VFST,13,2003,1.44,1.58,1.58,-3.92,-11.88,-12.36,-20.8,-15.74,-12.6,-20.8,-18.09,11.22,14.25,-0.05,-0.16,-0.17,-0.29,-0.22,-0.17,-0.29,-0.25,48.24
Conventional,Sample watershed,SubArea,MI48H_VFST,13,2004,1.43,1.56,1.5,-3.96,-12.48,-11.52,-19.4,-14.67,-12.24,-20.6,-17.84,11.33,15.75,-0.05,-0.17,-0.16,-0.27,-0.2,-0.17,-0.28,-0.25,54.43
Existing,Sample watershed,SubArea,MI48H_VFST,13,2004,1.55,1.44,1.56,-3.96,-11.64,-11.76,-20.4,-15.22,-12.12,-20.2,-17.53,11.22,14.55,-0.05,-0.16,-0.16,-0.28,-0.21,-0.17,-0.28,-0.24,49.16
Conventional,Sample watershed,SubArea,MI48H_VFST,13,2005,1.47,1.58,1.43,-4.12,-12.6,-12.6,-20.2,-15.64,-12,-20.6,-17.76,10.78,14.85,-0.06,-0.17,-0.17,-0.28,-0.21,-0.16,-0.28,-0.24,56.14
Existing,Sample watershed,SubArea,MI48H_VFST,13,2005,1.44,1.55,1.46,-4.08,-12,-12.24,-21,-15.74,-12.12,-20,-17.4,10.45,15.6,-0.06,-0.16,-0.17,-0.29,-0.22,-0.17,-0.27,-0.24,55.48
Conventional,Sample watershed,SubArea,MI48H_VFST,13,2006,1.56,1.44,1.52,-4.12,-11.88,-11.52,-20.4,-15.07,-12.12,-20.6,-17.8,11.55,15.45,-0.06,-0.16,-0.16,-0.28,-0.21,-0.17,-0.28,-0.24,46.97
